design,sku,name,primary_category,additional_category_1,additional_category_2,additional_category_3,all_categories,customizable,assignment_notes
0255,MB1-0255,Less Ugly,home decor and inspirational,,,,home decor and inspirational,No,
0256,MB1-0256,Luckys Bar,sports and hobbies,,,,sports and hobbies,Yes,
0257,MB1-0257,Pacific Northwest,home decor and inspirational,,,,home decor and inspirational,No,
0258,MB1-0258,Pinot Gris,home decor and inspirational,,,,home decor and inspirational,No,
0259,MB1-0259,Wine shop Rev,sports and hobbies,,,,sports and hobbies,Yes,
0260,MB1-0260,You are the Salt,home decor and inspirational,,,,home decor and inspirational,No,
0261,MB1-0261,the Best Beer,sports and hobbies,,,,sports and hobbies,No,
0262,MB1-0262,DAD'S GARAGE,garage and workshop,family & name,,,garage and workshop; family & name,Yes,Family & Name: family relationship theme; family garage/workshop crossover
0263,MB1-0263,DAD'S HANGAR,garage and workshop,family & name,,,garage and workshop; family & name,Yes,Family & Name: family relationship theme; family garage/workshop crossover
0264,MB1-0264,DAD'S MAN CAVE,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0265,MB1-0265,DAD'S WORKSHOP,garage and workshop,family & name,,,garage and workshop; family & name,Yes,Family & Name: family relationship theme; family garage/workshop crossover
0266,MB1-0266,DAD'S GARAGE 2,garage and workshop,family & name,,,garage and workshop; family & name,Yes,Family & Name: family relationship theme; family garage/workshop crossover
0267,MB1-0267,DAD'S GARAGE 4,garage and workshop,family & name,,,garage and workshop; family & name,Yes,Family & Name: family relationship theme; family garage/workshop crossover
0268,MB1-0268,DAD'S GARAGE VINTAGE 2,garage and workshop,family & name,,,garage and workshop; family & name,Yes,Family & Name: family relationship theme; family garage/workshop crossover
0269,MB1-0269,DAD'S GARAGE VINTAGE,garage and workshop,family & name,,,garage and workshop; family & name,Yes,Family & Name: family relationship theme; family garage/workshop crossover
0272,MB1-0272,DAD'S MANCAVE ,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0273,MB1-0273,DAD'S SHOP,garage and workshop,family & name,,,garage and workshop; family & name,Yes,Family & Name: family relationship theme; family garage/workshop crossover
0274,MB1-0274,DAD'S WORKSHOP 2,garage and workshop,family & name,,,garage and workshop; family & name,Yes,Family & Name: family relationship theme; family garage/workshop crossover
0276,MB1-0276,DADDY'S WORKSHOP 2,garage and workshop,family & name,,,garage and workshop; family & name,Yes,Family & Name: family relationship theme; family garage/workshop crossover
0277,MB1-0277,DADDY'S WORKSHOP,garage and workshop,family & name,,,garage and workshop; family & name,Yes,Family & Name: family relationship theme; family garage/workshop crossover
0278,MB1-0278,GARAGE FREE SIGN ,garage and workshop,,,,garage and workshop,Yes,
0279,MB1-0279,REPAIRS BY DAD,garage and workshop,family & name,,,garage and workshop; family & name,No,Family & Name: family relationship theme; family garage/workshop crossover
0280,MB1-0280,VINTAGE GARAGE SIGN,garage and workshop,,,,garage and workshop,Yes,
0281,MB1-0281,EAGLE 1,wildlife and outdoors,,,,wildlife and outdoors,No,
0282,MB1-0282,EAGLE 10,wildlife and outdoors,,,,wildlife and outdoors,No,
0283,MB1-0283,EAGLE 11,wildlife and outdoors,,,,wildlife and outdoors,No,
0284,MB1-0284,EAGLE 12,wildlife and outdoors,,,,wildlife and outdoors,No,
0285,MB1-0285,EAGLE 13,wildlife and outdoors,,,,wildlife and outdoors,No,
0286,MB1-0286,EAGLE 14,wildlife and outdoors,,,,wildlife and outdoors,No,
0287,MB1-0287,EAGLE 15,wildlife and outdoors,,,,wildlife and outdoors,No,
0288,MB1-0288,EAGLE 16,wildlife and outdoors,,,,wildlife and outdoors,No,
0289,MB1-0289,EAGLE 17,wildlife and outdoors,,,,wildlife and outdoors,No,
0290,MB1-0290,EAGLE 18,wildlife and outdoors,,,,wildlife and outdoors,No,
0291,MB1-0291,EAGLE 19 SVG LASER,wildlife and outdoors,,,,wildlife and outdoors,No,
0292,MB1-0292,EAGLE 19,wildlife and outdoors,,,,wildlife and outdoors,No,
0293,MB1-0293,EAGLE 2,wildlife and outdoors,,,,wildlife and outdoors,No,
0294,MB1-0294,EAGLE 21 SVG LASER,wildlife and outdoors,,,,wildlife and outdoors,No,
0295,MB1-0295,EAGLE 3,wildlife and outdoors,,,,wildlife and outdoors,No,
0296,MB1-0296,EAGLE 4,wildlife and outdoors,,,,wildlife and outdoors,No,
0297,MB1-0297,EAGLE 5,wildlife and outdoors,,,,wildlife and outdoors,No,
0298,MB1-0298,EAGLE 6,wildlife and outdoors,,,,wildlife and outdoors,No,
0299,MB1-0299,EAGLE 7,wildlife and outdoors,,,,wildlife and outdoors,No,
0300,MB1-0300,EAGLE 8,wildlife and outdoors,,,,wildlife and outdoors,No,
0301,MB1-0301,EAGLE 9,wildlife and outdoors,,,,wildlife and outdoors,No,
0302,MB1-0302,FALL 1,seasonal and holiday,,,,seasonal and holiday,No,
0303,MB1-0303,FALL 2,seasonal and holiday,,,,seasonal and holiday,No,
0304,MB1-0304,FALL 3,seasonal and holiday,,,,seasonal and holiday,No,
0305,MB1-0305,FALL 4,seasonal and holiday,,,,seasonal and holiday,No,
0306,MB1-0306,FALL 5,seasonal and holiday,,,,seasonal and holiday,No,
0307,MB1-0307,FALL 6,seasonal and holiday,,,,seasonal and holiday,No,
0308,MB1-0308,FALL 7,seasonal and holiday,,,,seasonal and holiday,No,
0309,MB1-0309,FALL 8,seasonal and holiday,,,,seasonal and holiday,No,
0311,MB1-0311,all time best dad,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0312,MB1-0312,best dad ever fishing,sports and hobbies,family & name,,,sports and hobbies; family & name,No,Family & Name: family relationship theme
0313,MB1-0313,best dad in the galaxy(1),family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0314,MB1-0314,best dad in the galaxy,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0315,MB1-0315,dad life,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0316,MB1-0316,dad teacher ,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0317,MB1-0317,dad the man the myth the legend,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0318,MB1-0318,Worlds Greatest Dad 1,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0319,MB1-0319,father's day 1,seasonal and holiday,family & name,,,seasonal and holiday; family & name,No,Family & Name: family relationship theme; personalized seasonal crossover
0320,MB1-0320,father's day 2,seasonal and holiday,family & name,,,seasonal and holiday; family & name,No,Family & Name: family relationship theme; personalized seasonal crossover
0321,MB1-0321,father's day 3,seasonal and holiday,family & name,,,seasonal and holiday; family & name,No,Family & Name: family relationship theme; personalized seasonal crossover
0322,MB1-0322,father's day 4,seasonal and holiday,family & name,,,seasonal and holiday; family & name,No,Family & Name: family relationship theme; personalized seasonal crossover
0323,MB1-0323,father's day 5,seasonal and holiday,family & name,,,seasonal and holiday; family & name,No,Family & Name: family relationship theme; personalized seasonal crossover
0324,MB1-0324,father's day 6,seasonal and holiday,family & name,,,seasonal and holiday; family & name,No,Family & Name: family relationship theme; personalized seasonal crossover
0325,MB1-0325,father's day 7,seasonal and holiday,family & name,,,seasonal and holiday; family & name,No,Family & Name: family relationship theme; personalized seasonal crossover
0326,MB1-0326,father's day 8,seasonal and holiday,family & name,,,seasonal and holiday; family & name,No,Family & Name: family relationship theme; personalized seasonal crossover
0327,MB1-0327,father's day 9,seasonal and holiday,family & name,,,seasonal and holiday; family & name,No,Family & Name: family relationship theme; personalized seasonal crossover
0328,MB1-0328,world's coolest dad,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0329,MB1-0329,happy father_s day 2,seasonal and holiday,family & name,,,seasonal and holiday; family & name,No,Family & Name: family relationship theme; personalized seasonal crossover
0330,MB1-0330,happy father_s day,seasonal and holiday,family & name,,,seasonal and holiday; family & name,No,Family & Name: family relationship theme; personalized seasonal crossover
0331,MB1-0331,papa the man the myth the legend,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0332,MB1-0332,top dad,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0333,MB1-0333,world_s greatest father,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0334,MB1-0334,FLAG 10,seasonal and holiday,,,,seasonal and holiday,No,
0335,MB1-0335,SPLIT MONOGRAM 5,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0336,MB1-0336,SPLIT MONOGRAM 6,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0337,MB1-0337,fire dept 1,memorial and tribute,,,,memorial and tribute,Yes,
0338,MB1-0338,fire dept 2,memorial and tribute,,,,memorial and tribute,Yes,
0339,MB1-0339,fire dept 3,memorial and tribute,,,,memorial and tribute,Yes,
0340,MB1-0340,fire dept 4,memorial and tribute,,,,memorial and tribute,Yes,
0341,MB1-0341,fire dept 5,memorial and tribute,,,,memorial and tribute,Yes,
0342,MB1-0342,fire fighter helmet 1,sports and hobbies,,,,sports and hobbies,No,
0343,MB1-0343,fire fighter helmet 2,sports and hobbies,,,,sports and hobbies,No,
0344,MB1-0344,fire fighter helmet 3,sports and hobbies,,,,sports and hobbies,No,
0345,MB1-0345,fire fighter helmet 4,sports and hobbies,,,,sports and hobbies,No,
0346,MB1-0346,fire fighter helmet 5,sports and hobbies,,,,sports and hobbies,No,
0347,MB1-0347,fire hydrant,home decor and inspirational,,,,home decor and inspirational,No,
0348,MB1-0348,FISH 1,wildlife and outdoors,,,,wildlife and outdoors,No,
0349,MB1-0349,FISH 10,wildlife and outdoors,,,,wildlife and outdoors,No,
0350,MB1-0350,FISH 11,wildlife and outdoors,,,,wildlife and outdoors,No,
0351,MB1-0351,FISH 12,wildlife and outdoors,,,,wildlife and outdoors,No,
0352,MB1-0352,FISH 13,wildlife and outdoors,,,,wildlife and outdoors,No,
0353,MB1-0353,FISH 14,wildlife and outdoors,,,,wildlife and outdoors,No,
0354,MB1-0354,FISH 15,wildlife and outdoors,,,,wildlife and outdoors,No,
0355,MB1-0355,FISH 16,wildlife and outdoors,,,,wildlife and outdoors,No,
0356,MB1-0356,FISH 17,wildlife and outdoors,,,,wildlife and outdoors,No,
0357,MB1-0357,FISH 18 ,wildlife and outdoors,,,,wildlife and outdoors,No,
0358,MB1-0358,FISH 2,wildlife and outdoors,,,,wildlife and outdoors,No,
0359,MB1-0359,FISH 3,wildlife and outdoors,,,,wildlife and outdoors,No,
0360,MB1-0360,FISH 4,wildlife and outdoors,,,,wildlife and outdoors,No,
0361,MB1-0361,FISH 5,wildlife and outdoors,,,,wildlife and outdoors,No,
0362,MB1-0362,FISH 6,wildlife and outdoors,,,,wildlife and outdoors,No,
0363,MB1-0363,FISH 7,wildlife and outdoors,,,,wildlife and outdoors,No,
0364,MB1-0364,FISH 8,wildlife and outdoors,,,,wildlife and outdoors,No,
0365,MB1-0365,FISH 9,wildlife and outdoors,,,,wildlife and outdoors,No,
0366,MB1-0366,Hand Lifting Weights 2 SVG,sports and hobbies,,,,sports and hobbies,No,
0367,MB1-0367,Hand Lifting Weights 3 SVG,sports and hobbies,,,,sports and hobbies,No,
0368,MB1-0368,Hand Lifting Weights SVG,sports and hobbies,,,,sports and hobbies,No,
0369,MB1-0369,no pain no gain SIGN SVG,sports and hobbies,,,,sports and hobbies,No,
0370,MB1-0370,no pain no gain arms SVG,sports and hobbies,,,,sports and hobbies,No,
0371,MB1-0371,no pain no gain,sports and hobbies,,,,sports and hobbies,No,
0372,MB1-0372,skull Weights SVG,sports and hobbies,,,,sports and hobbies,No,
0373,MB1-0373,2A Flag,seasonal and holiday,,,,seasonal and holiday,No,
0374,MB1-0374,3 Percenter flag,seasonal and holiday,,,,seasonal and holiday,No,
0375,MB1-0375,American Flag,seasonal and holiday,,,,seasonal and holiday,No,
0376,MB1-0376,American Gadsden Flag,seasonal and holiday,,,,seasonal and holiday,No,
0377,MB1-0377,American Rebel Tattered Flag,seasonal and holiday,,,,seasonal and holiday,No,
0378,MB1-0378,Eagle Tattered flag,seasonal and holiday,wildlife and outdoors,,,seasonal and holiday; wildlife and outdoors,No,Wildlife & Outdoors: wildlife/outdoor theme
0380,MB1-0380,Mechanics Flag 13 wrenches,seasonal and holiday,garage and workshop,,,seasonal and holiday; garage and workshop,No,Garage & Workshop: garage/workshop theme
0381,MB1-0381,Mechanics Flag,seasonal and holiday,garage and workshop,,,seasonal and holiday; garage and workshop,No,Garage & Workshop: garage/workshop theme
0383,MB1-0383,Pledge Flag,seasonal and holiday,,,,seasonal and holiday,No,
0384,MB1-0384,Tattered Flag,seasonal and holiday,,,,seasonal and holiday,No,
0385,MB1-0385,Texas Gadsden Flag,seasonal and holiday,,,,seasonal and holiday,No,
0391,MB1-0391,US outline wavey flag,seasonal and holiday,,,,seasonal and holiday,No,
0392,MB1-0392,USA AR FLAG,seasonal and holiday,,,,seasonal and holiday,No,
0393,MB1-0393,Waving Flag,seasonal and holiday,,,,seasonal and holiday,No,
0406,MB1-0406,1,home decor and inspirational,,,,home decor and inspirational,No,
0407,MB1-0407,2,home decor and inspirational,,,,home decor and inspirational,No,
0408,MB1-0408,3,home decor and inspirational,,,,home decor and inspirational,No,
0409,MB1-0409,4,home decor and inspirational,,,,home decor and inspirational,No,
0410,MB1-0410,5,home decor and inspirational,,,,home decor and inspirational,No,
0411,MB1-0411,6,home decor and inspirational,,,,home decor and inspirational,No,
